Using LogiBoost.


=== Predictions on test data ===

inst#     actual  predicted error prediction
76     1:spam     1:spam       0.926
77     1:spam     1:spam       0.926
78     1:spam     1:spam       0.926
79      2:ham      2:ham       0.989
80     1:spam     1:spam       0.926
81     1:spam     1:spam       0.926
82     1:spam     1:spam       0.926
83     1:spam     1:spam       0.926
84     1:spam     1:spam       0.926
85     1:spam     1:spam       0.926
86     1:spam     1:spam       0.926
87     1:spam     1:spam       0.926
88     1:spam     1:spam       0.926
89     1:spam     1:spam       0.926
90     1:spam     1:spam       0.926
91     1:spam     1:spam       0.926
92     1:spam     1:spam       0.926
93     1:spam     1:spam       0.926
94     1:spam     1:spam       0.926
95     1:spam     1:spam       0.926
96     1:spam     1:spam       0.926
97     1:spam     1:spam       0.926
98     1:spam     1:spam       0.926
99     1:spam     1:spam       0.926
100     1:spam     1:spam       0.926
101     1:spam     1:spam       0.926
102     1:spam     1:spam       0.926
103     1:spam     1:spam       0.926
104     1:spam     1:spam       0.926
105     1:spam     1:spam       0.926
106     1:spam     1:spam       0.926
107     1:spam     1:spam       0.926
108      2:ham      2:ham       0.989
109     1:spam     1:spam       0.926
110      2:ham      2:ham       0.989
111      2:ham      2:ham       0.968
112     1:spam     1:spam       0.926
113     1:spam     1:spam       0.926
114     1:spam     1:spam       0.926
115     1:spam     1:spam       0.926
116      2:ham      2:ham       0.989
117      2:ham     1:spam   +   0.564
118     1:spam     1:spam       0.926
119      2:ham     1:spam   +   0.926
120     1:spam     1:spam       0.58
121     1:spam     1:spam       0.926
122     1:spam     1:spam       0.58
123     1:spam     1:spam       0.58
124     1:spam     1:spam       0.926
125     1:spam     1:spam       0.926
126     1:spam     1:spam       0.926
127     1:spam     1:spam       0.926
128     1:spam     1:spam       0.926
129     1:spam     1:spam       0.926
130     1:spam     1:spam       0.926
131     1:spam      2:ham   +   0.768
132     1:spam      2:ham   +   0.768
133     1:spam     1:spam       0.926
134     1:spam     1:spam       0.926
135      2:ham      2:ham       0.88
136     1:spam     1:spam       0.926
137     1:spam     1:spam       0.926
138     1:spam     1:spam       0.926
139     1:spam     1:spam       0.926
140     1:spam     1:spam       0.926
141     1:spam     1:spam       0.926
142     1:spam     1:spam       0.926
143     1:spam     1:spam       0.564
144     1:spam     1:spam       0.926
145     1:spam     1:spam       0.926
146     1:spam     1:spam       0.926
147     1:spam     1:spam       0.926
148     1:spam     1:spam       0.926
149      2:ham      2:ham       0.968
150     1:spam     1:spam       0.926
151      2:ham      2:ham       0.989
152     1:spam     1:spam       0.926
153      2:ham      2:ham       0.993
154     1:spam     1:spam       0.926
155      2:ham      2:ham       0.968
156      2:ham      2:ham       0.968
157      2:ham     1:spam   +   0.926
158     1:spam     1:spam       0.926
159     1:spam     1:spam       0.926
160     1:spam     1:spam       0.926
161     1:spam     1:spam       0.926
162     1:spam     1:spam       0.926
163     1:spam     1:spam       0.926
164     1:spam     1:spam       0.926
165      2:ham      2:ham       0.964
166     1:spam     1:spam       0.926
167     1:spam     1:spam       0.926
168     1:spam     1:spam       0.926
169      2:ham      2:ham       0.989
170     1:spam     1:spam       0.926
171     1:spam     1:spam       0.926
172     1:spam     1:spam       0.926
173      2:ham      2:ham       0.825
174     1:spam     1:spam       0.926
175     1:spam     1:spam       0.926
176     1:spam     1:spam       0.926
177     1:spam     1:spam       0.926
178     1:spam     1:spam       0.677
179     1:spam     1:spam       0.926
180      2:ham      2:ham       1
181      2:ham      2:ham       0.989
182      2:ham      2:ham       0.953
183     1:spam     1:spam       0.926
184     1:spam     1:spam       0.926
185     1:spam     1:spam       0.926
186     1:spam     1:spam       0.926
187     1:spam     1:spam       0.926
188      2:ham     1:spam   +   0.926
189      2:ham      2:ham       0.989
190     1:spam     1:spam       0.926
191      2:ham      2:ham       0.999
192     1:spam     1:spam       0.926
193     1:spam     1:spam       0.926
194      2:ham      2:ham       0.815
195     1:spam     1:spam       0.926
196      2:ham      2:ham       0.824
197     1:spam     1:spam       0.926
198     1:spam     1:spam       0.926
199      2:ham     1:spam   +   0.926
200      2:ham      2:ham       0.756
201     1:spam     1:spam       0.926
202     1:spam     1:spam       0.926
203      2:ham      2:ham       0.989
204     1:spam     1:spam       0.926
205     1:spam     1:spam       0.926
206     1:spam     1:spam       0.926
207      2:ham      2:ham       0.966
208      2:ham     1:spam   +   0.58
209     1:spam     1:spam       0.926
210      2:ham      2:ham       0.862
211     1:spam     1:spam       0.926
212     1:spam     1:spam       0.926
213     1:spam     1:spam       0.926
214     1:spam     1:spam       0.926
215     1:spam     1:spam       0.926
216     1:spam     1:spam       0.926
217     1:spam     1:spam       0.926
218      2:ham      2:ham       0.964
219     1:spam     1:spam       0.926
220     1:spam     1:spam       0.926
221     1:spam     1:spam       0.926
222     1:spam     1:spam       0.926
223      2:ham      2:ham       0.953
224      2:ham      2:ham       0.911
225     1:spam     1:spam       0.926
226     1:spam     1:spam       0.926
227     1:spam     1:spam       0.926
228     1:spam     1:spam       0.926
229     1:spam     1:spam       0.926
230      2:ham      2:ham       0.989
231     1:spam     1:spam       0.926
232     1:spam     1:spam       0.926
233     1:spam     1:spam       0.926
234     1:spam     1:spam       0.926
235      2:ham     1:spam   +   0.926
236     1:spam     1:spam       0.926
237     1:spam     1:spam       0.926
238      2:ham      2:ham       0.985
239     1:spam     1:spam       0.926
240     1:spam     1:spam       0.926
241     1:spam     1:spam       0.926
242     1:spam     1:spam       0.926
243     1:spam     1:spam       0.926
244     1:spam     1:spam       0.926
245     1:spam     1:spam       0.926
246     1:spam     1:spam       0.926
247     1:spam     1:spam       0.926
248     1:spam     1:spam       0.926
249     1:spam     1:spam       0.926
250     1:spam     1:spam       0.926
251     1:spam     1:spam       0.926
252     1:spam     1:spam       0.926
253     1:spam     1:spam       0.926
254     1:spam     1:spam       0.926
255     1:spam     1:spam       0.926
256     1:spam     1:spam       0.926
257     1:spam     1:spam       0.926
258     1:spam     1:spam       0.926
259     1:spam     1:spam       0.926
260     1:spam     1:spam       0.926
261      2:ham     1:spam   +   0.58
262     1:spam     1:spam       0.926
263      2:ham      2:ham       0.989
264     1:spam     1:spam       0.926
265     1:spam     1:spam       0.926
266      2:ham      2:ham       0.989
267     1:spam     1:spam       0.926
268     1:spam     1:spam       0.926
269     1:spam     1:spam       0.926
270      2:ham      2:ham       0.989
271      2:ham      2:ham       0.999
272     1:spam     1:spam       0.926
273     1:spam     1:spam       0.926
274     1:spam     1:spam       0.926
275     1:spam     1:spam       0.926
276     1:spam     1:spam       0.564
277     1:spam     1:spam       0.926
278     1:spam     1:spam       0.926
279      2:ham      2:ham       0.998
280      2:ham      2:ham       0.993
281      2:ham      2:ham       0.961
282     1:spam     1:spam       0.926
283     1:spam     1:spam       0.926
284     1:spam     1:spam       0.926
285     1:spam     1:spam       0.926
286     1:spam     1:spam       0.926
287     1:spam     1:spam       0.926
288      2:ham      2:ham       0.989
289     1:spam     1:spam       0.926
290     1:spam     1:spam       0.564
291     1:spam     1:spam       0.926
292      2:ham      2:ham       0.999
293      2:ham      2:ham       1
294     1:spam     1:spam       0.926
295     1:spam     1:spam       0.926
296     1:spam     1:spam       0.926
297     1:spam     1:spam       0.926
298     1:spam     1:spam       0.926
299     1:spam     1:spam       0.926
300     1:spam     1:spam       0.926
301     1:spam     1:spam       0.926
302     1:spam     1:spam       0.926
303     1:spam     1:spam       0.926
304     1:spam     1:spam       0.926
305     1:spam     1:spam       0.926
306     1:spam     1:spam       0.926
307     1:spam     1:spam       0.926
308     1:spam     1:spam       0.926
309     1:spam     1:spam       0.926
310     1:spam     1:spam       0.926
311     1:spam     1:spam       0.926
312     1:spam     1:spam       0.926
313     1:spam     1:spam       0.926
314     1:spam     1:spam       0.926
315     1:spam     1:spam       0.926
316     1:spam     1:spam       0.926
317     1:spam     1:spam       0.926
318     1:spam     1:spam       0.926
319     1:spam     1:spam       0.926
320     1:spam     1:spam       0.926
321      2:ham     1:spam   +   0.591
322     1:spam     1:spam       0.926
323     1:spam     1:spam       0.58
324     1:spam     1:spam       0.58
325     1:spam     1:spam       0.926
326     1:spam     1:spam       0.58
327     1:spam     1:spam       0.926
328     1:spam     1:spam       0.926
329     1:spam     1:spam       0.926
330      2:ham     1:spam   +   0.591
331     1:spam     1:spam       0.564
332      2:ham      2:ham       0.911
333      2:ham      2:ham       0.989
334     1:spam     1:spam       0.926
335     1:spam     1:spam       0.926
336      2:ham      2:ham       0.993
337      2:ham      2:ham       0.756
338      2:ham      2:ham       0.999
339      2:ham      2:ham       0.999
340     1:spam     1:spam       0.926
341      2:ham     1:spam   +   0.58
342     1:spam     1:spam       0.926
343     1:spam     1:spam       0.926
344      2:ham      2:ham       0.993
345      2:ham      2:ham       0.999
346     1:spam     1:spam       0.926
347     1:spam     1:spam       0.926
348      2:ham      2:ham       0.993
349     1:spam     1:spam       0.926
350     1:spam     1:spam       0.926
351     1:spam     1:spam       0.926
352      2:ham      2:ham       0.911
353     1:spam     1:spam       0.926
354      2:ham      2:ham       0.993
355     1:spam     1:spam       0.926
356     1:spam     1:spam       0.926
357     1:spam     1:spam       0.926
358     1:spam     1:spam       0.926
359     1:spam     1:spam       0.926
360      2:ham      2:ham       0.862
361      2:ham      2:ham       0.862
362     1:spam     1:spam       0.926
363     1:spam     1:spam       0.926
364      2:ham      2:ham       0.862
365     1:spam     1:spam       0.926
366     1:spam     1:spam       0.926
367     1:spam     1:spam       0.926
368     1:spam     1:spam       0.926
369     1:spam     1:spam       0.926
370     1:spam     1:spam       0.926
371     1:spam     1:spam       0.926
372     1:spam     1:spam       0.926
373     1:spam     1:spam       0.926
374      2:ham      2:ham       0.768
375     1:spam     1:spam       0.926
376      2:ham      2:ham       0.989
377     1:spam     1:spam       0.926
378     1:spam     1:spam       0.926
379     1:spam     1:spam       0.926
380      2:ham      2:ham       0.951
381     1:spam     1:spam       0.926
382      2:ham      2:ham       0.943
383     1:spam     1:spam       0.926
384     1:spam     1:spam       0.926
385     1:spam     1:spam       0.926
386      2:ham      2:ham       0.989
387     1:spam     1:spam       0.926
388     1:spam     1:spam       0.926
389     1:spam     1:spam       0.926
390      2:ham      2:ham       0.824
391     1:spam     1:spam       0.926
392     1:spam     1:spam       0.926
393     1:spam     1:spam       0.926
394     1:spam     1:spam       0.926
395      2:ham      2:ham       0.691
396      2:ham      2:ham       0.997
397      2:ham      2:ham       0.989
398     1:spam     1:spam       0.926
399     1:spam     1:spam       0.564
400     1:spam     1:spam       0.926
401      2:ham      2:ham       0.968
402     1:spam     1:spam       0.926
403      2:ham     1:spam   +   0.591
404     1:spam     1:spam       0.926
405     1:spam     1:spam       0.926
406     1:spam     1:spam       0.926
407      2:ham      2:ham       0.631
408     1:spam     1:spam       0.926
409     1:spam     1:spam       0.926
410     1:spam     1:spam       0.926
411     1:spam     1:spam       0.926
412      2:ham     1:spam   +   0.926
413     1:spam     1:spam       0.926
414     1:spam     1:spam       0.926
415     1:spam     1:spam       0.926
416      2:ham     1:spam   +   0.591
417      2:ham      2:ham       0.999
418     1:spam     1:spam       0.926
419     1:spam     1:spam       0.926
420      2:ham      2:ham       0.952
421      2:ham     1:spam   +   0.926
422     1:spam     1:spam       0.926
423     1:spam     1:spam       0.926
424     1:spam     1:spam       0.926
425     1:spam     1:spam       0.926
426     1:spam     1:spam       0.926
427     1:spam     1:spam       0.926
428      2:ham     1:spam   +   0.926
429     1:spam     1:spam       0.58
430     1:spam     1:spam       0.58
431      2:ham     1:spam   +   0.591
432     1:spam     1:spam       0.564
433     1:spam     1:spam       0.926
434     1:spam     1:spam       0.926
435     1:spam     1:spam       0.926
436     1:spam     1:spam       0.926
437     1:spam     1:spam       0.926
438     1:spam     1:spam       0.58
439     1:spam     1:spam       0.926
440     1:spam     1:spam       0.926
441      2:ham      2:ham       0.911
442     1:spam     1:spam       0.926
443     1:spam     1:spam       0.926
444      2:ham      2:ham       0.899
445     1:spam     1:spam       0.926
446     1:spam     1:spam       0.926
447     1:spam     1:spam       0.926
448     1:spam     1:spam       0.926
449     1:spam     1:spam       0.926
450     1:spam     1:spam       0.926
451      2:ham      2:ham       0.943
452     1:spam     1:spam       0.926
453      2:ham      2:ham       0.989
454      2:ham      2:ham       0.824
455     1:spam     1:spam       0.926
456     1:spam     1:spam       0.926
457     1:spam     1:spam       0.926
458      2:ham      2:ham       0.911
459     1:spam     1:spam       0.926
460     1:spam     1:spam       0.926
461     1:spam     1:spam       0.926
462     1:spam     1:spam       0.926
463     1:spam     1:spam       0.926
464      2:ham      2:ham       0.911
465     1:spam     1:spam       0.926
466      2:ham      2:ham       0.79
467     1:spam     1:spam       0.926
468     1:spam     1:spam       0.926
469     1:spam     1:spam       0.926
470     1:spam     1:spam       0.926
471      2:ham      2:ham       0.812
472      2:ham      2:ham       0.824
473     1:spam     1:spam       0.926
474      2:ham      2:ham       0.989
475     1:spam     1:spam       0.926
476      2:ham     1:spam   +   0.926
477     1:spam     1:spam       0.926
478     1:spam     1:spam       0.926
479      2:ham      2:ham       0.911
480     1:spam     1:spam       0.926
481     1:spam     1:spam       0.926
482      2:ham      2:ham       0.989
483     1:spam     1:spam       0.926
484      2:ham      2:ham       0.978
485     1:spam     1:spam       0.926
486     1:spam     1:spam       0.926
487      2:ham     1:spam   +   0.926
488      2:ham      2:ham       0.911
489     1:spam     1:spam       0.674
490     1:spam     1:spam       0.926
491     1:spam     1:spam       0.926
492     1:spam     1:spam       0.926
493      2:ham      2:ham       0.989
494     1:spam     1:spam       0.926
495     1:spam     1:spam       0.926
496     1:spam     1:spam       0.926
497     1:spam     1:spam       0.926
498     1:spam     1:spam       0.926
499      2:ham      2:ham       0.999
500     1:spam     1:spam       0.58
501     1:spam     1:spam       0.926
502     1:spam     1:spam       0.926
503     1:spam     1:spam       0.926
504      2:ham     1:spam   +   0.926
505     1:spam     1:spam       0.926
506     1:spam     1:spam       0.926
507     1:spam     1:spam       0.926
508     1:spam     1:spam       0.926
509      2:ham      2:ham       0.999
510     1:spam     1:spam       0.926
511      2:ham      2:ham       0.989
512     1:spam     1:spam       0.926
513     1:spam     1:spam       0.926
514     1:spam     1:spam       0.926
515     1:spam     1:spam       0.926
516     1:spam     1:spam       0.926
517      2:ham      2:ham       0.911
518     1:spam     1:spam       0.926
519      2:ham      2:ham       0.989
520     1:spam     1:spam       0.926
521     1:spam     1:spam       0.926
522     1:spam     1:spam       0.926
523     1:spam     1:spam       0.926
524     1:spam     1:spam       0.926
525     1:spam     1:spam       0.926
526      2:ham      2:ham       0.824
527      2:ham      2:ham       0.989
528     1:spam     1:spam       0.926
529      2:ham      2:ham       0.999
530     1:spam     1:spam       0.926
531     1:spam     1:spam       0.926
532     1:spam     1:spam       0.926
533     1:spam     1:spam       0.926
534     1:spam     1:spam       0.926
535     1:spam     1:spam       0.926
536      2:ham      2:ham       0.824
537      2:ham      2:ham       0.824
538      2:ham      2:ham       0.985
539      2:ham     1:spam   +   0.564
540      2:ham      2:ham       0.993
541      2:ham      2:ham       0.989
542     1:spam     1:spam       0.926
543     1:spam     1:spam       0.926
544     1:spam     1:spam       0.926
545      2:ham      2:ham       0.999
546     1:spam     1:spam       0.926
547     1:spam     1:spam       0.926
548     1:spam     1:spam       0.926
549     1:spam     1:spam       0.926
550      2:ham      2:ham       0.999
551     1:spam     1:spam       0.58
552     1:spam     1:spam       0.926
553     1:spam     1:spam       0.58
554     1:spam     1:spam       0.926
555     1:spam     1:spam       0.926
556      2:ham      2:ham       0.997
557     1:spam      2:ham   +   0.968
558     1:spam     1:spam       0.926
559     1:spam      2:ham   +   0.968
560      2:ham      2:ham       0.968
561     1:spam     1:spam       0.58
562      2:ham      2:ham       0.999
563     1:spam     1:spam       0.926
564     1:spam     1:spam       0.926
565     1:spam     1:spam       0.926
566     1:spam     1:spam       0.926
567     1:spam     1:spam       0.926
568     1:spam     1:spam       0.926
569      2:ham      2:ham       0.989
570     1:spam     1:spam       0.926
571     1:spam     1:spam       0.926
572     1:spam     1:spam       0.926
573     1:spam     1:spam       0.926
574     1:spam     1:spam       0.926
575     1:spam     1:spam       0.926
576     1:spam     1:spam       0.926
577     1:spam     1:spam       0.926
578     1:spam     1:spam       0.926
579     1:spam     1:spam       0.926
580     1:spam     1:spam       0.926
581     1:spam     1:spam       0.926
582     1:spam     1:spam       0.926
583     1:spam     1:spam       0.926
584     1:spam     1:spam       0.926
585     1:spam     1:spam       0.926
586     1:spam     1:spam       0.926
587     1:spam     1:spam       0.926
588     1:spam     1:spam       0.926
589     1:spam     1:spam       0.926
590     1:spam     1:spam       0.926
591     1:spam     1:spam       0.926
592     1:spam     1:spam       0.926
593     1:spam     1:spam       0.926
594     1:spam     1:spam       0.926
595     1:spam     1:spam       0.926
596     1:spam     1:spam       0.926
597     1:spam     1:spam       0.926
598      2:ham      2:ham       0.631
599      2:ham      2:ham       0.989
600      2:ham      2:ham       0.999
601     1:spam     1:spam       0.926
602      2:ham      2:ham       0.999
603     1:spam     1:spam       0.926
604     1:spam     1:spam       0.926
605      2:ham      2:ham       0.911
606     1:spam     1:spam       0.926
607     1:spam     1:spam       0.926
608      2:ham      2:ham       0.768
609      2:ham      2:ham       0.989
610     1:spam     1:spam       0.926
611      2:ham     1:spam   +   0.564
612     1:spam     1:spam       0.926
613      2:ham      2:ham       0.911
614      2:ham      2:ham       0.999
615     1:spam     1:spam       0.926
616     1:spam     1:spam       0.926
617     1:spam     1:spam       0.926
618     1:spam     1:spam       0.926
619     1:spam     1:spam       0.926
620     1:spam     1:spam       0.926
621      2:ham      2:ham       0.989
622     1:spam     1:spam       0.926
623     1:spam     1:spam       0.926
624      2:ham      2:ham       0.911
625     1:spam     1:spam       0.926
626      2:ham      2:ham       0.989
627     1:spam     1:spam       0.926
628      2:ham      2:ham       0.824
629      2:ham      2:ham       1
630      2:ham      2:ham       0.999
631     1:spam     1:spam       0.926
632     1:spam     1:spam       0.926
633     1:spam     1:spam       0.926
634     1:spam     1:spam       0.926
635     1:spam     1:spam       0.926
636      2:ham      2:ham       0.768
637      2:ham      2:ham       0.911
638     1:spam     1:spam       0.926
639      2:ham      2:ham       0.824
640      2:ham      2:ham       0.824
641      2:ham      2:ham       0.824
642      2:ham      2:ham       0.824
643      2:ham      2:ham       0.824
644     1:spam     1:spam       0.926
645      2:ham      2:ham       0.911
646      2:ham      2:ham       0.978
647     1:spam     1:spam       0.926
648     1:spam     1:spam       0.926
649     1:spam     1:spam       0.926
650      2:ham      2:ham       0.999
651     1:spam     1:spam       0.926
652     1:spam     1:spam       0.926
653     1:spam     1:spam       0.926
654      2:ham      2:ham       0.989
655      2:ham      2:ham       0.989
656     1:spam     1:spam       0.926
657     1:spam     1:spam       0.926
658      2:ham     1:spam   +   0.591
659      2:ham      2:ham       0.911
660     1:spam     1:spam       0.926
661      2:ham      2:ham       0.989
662     1:spam     1:spam       0.926
663     1:spam     1:spam       0.926
664     1:spam     1:spam       0.926
665     1:spam     1:spam       0.926
666     1:spam     1:spam       0.926
667     1:spam     1:spam       0.926
668     1:spam     1:spam       0.926
669     1:spam     1:spam       0.926
670     1:spam     1:spam       0.926
671      2:ham      2:ham       0.824
672      2:ham      2:ham       0.824
673      2:ham     1:spam   +   0.926
674     1:spam     1:spam       0.926
675      2:ham      2:ham       0.768
676      2:ham      2:ham       0.911
677     1:spam     1:spam       0.926
678     1:spam     1:spam       0.926
679     1:spam     1:spam       0.926
680      2:ham     1:spam   +   0.926
681     1:spam     1:spam       0.926
682     1:spam     1:spam       0.926
683     1:spam     1:spam       0.926
684     1:spam     1:spam       0.926
685      2:ham      2:ham       0.993
686     1:spam     1:spam       0.926
687      2:ham      2:ham       0.911
688      2:ham      2:ham       0.989
689      2:ham      2:ham       0.978
690      2:ham     1:spam   +   0.591
691     1:spam     1:spam       0.926
692     1:spam     1:spam       0.926
693     1:spam     1:spam       0.926
694     1:spam     1:spam       0.926
695     1:spam     1:spam       0.926
696     1:spam     1:spam       0.926
697     1:spam     1:spam       0.926
698      2:ham      2:ham       0.824
699     1:spam     1:spam       0.926
700     1:spam     1:spam       0.926
701     1:spam     1:spam       0.926
702     1:spam     1:spam       0.926
703     1:spam     1:spam       0.677
704     1:spam     1:spam       0.926
705      2:ham      2:ham       0.939
706     1:spam     1:spam       0.926
707     1:spam     1:spam       0.926
708     1:spam     1:spam       0.926
709      2:ham      2:ham       0.911
710     1:spam     1:spam       0.926
711     1:spam     1:spam       0.926
712     1:spam     1:spam       0.926
713     1:spam     1:spam       0.926
714     1:spam     1:spam       0.926
715     1:spam     1:spam       0.926
716      2:ham      2:ham       0.911
717     1:spam     1:spam       0.926
718     1:spam     1:spam       0.926
719     1:spam     1:spam       0.926
720      2:ham      2:ham       0.993
721      2:ham      2:ham       0.999
722      2:ham      2:ham       0.993
723     1:spam     1:spam       0.926
724      2:ham      2:ham       0.911
725      2:ham      2:ham       0.999
726      2:ham      2:ham       0.999
727     1:spam     1:spam       0.926
728      2:ham      2:ham       0.989
729     1:spam     1:spam       0.926
730      2:ham      2:ham       0.989
731     1:spam     1:spam       0.926
732     1:spam     1:spam       0.926
733     1:spam     1:spam       0.926
734     1:spam     1:spam       0.926
735     1:spam     1:spam       0.926
736     1:spam     1:spam       0.926
737     1:spam     1:spam       0.926
738      2:ham      2:ham       0.911
739     1:spam     1:spam       0.926
740     1:spam     1:spam       0.926
741     1:spam     1:spam       0.926
742     1:spam     1:spam       0.926
743      2:ham      2:ham       0.911
744      2:ham      2:ham       0.824
745     1:spam     1:spam       0.926
746      2:ham      2:ham       0.824
747     1:spam     1:spam       0.926
748     1:spam     1:spam       0.926
749     1:spam     1:spam       0.926
750     1:spam     1:spam       0.926
751     1:spam     1:spam       0.926
752      2:ham      2:ham       0.824
753      2:ham     1:spam   +   0.926
754     1:spam     1:spam       0.926
755      2:ham      2:ham       0.899
756     1:spam     1:spam       0.926
757      2:ham      2:ham       0.989
758      2:ham      2:ham       0.989
759      2:ham      2:ham       0.993
760      2:ham      2:ham       0.824
761     1:spam     1:spam       0.926
762     1:spam     1:spam       0.926
763      2:ham      2:ham       0.768
764      2:ham      2:ham       0.999
765     1:spam     1:spam       0.926
766     1:spam     1:spam       0.926
767     1:spam     1:spam       0.926
768      2:ham      2:ham       0.964
769      2:ham     1:spam   +   0.58
770     1:spam     1:spam       0.926
771      2:ham      2:ham       0.862
772     1:spam     1:spam       0.674
773     1:spam     1:spam       0.926
774      2:ham      2:ham       0.911
775     1:spam     1:spam       0.926
776     1:spam     1:spam       0.674
777     1:spam     1:spam       0.926
778      2:ham      2:ham       0.768
779      2:ham      2:ham       0.834
780     1:spam      2:ham   +   0.956
781      2:ham      2:ham       0.911
782     1:spam     1:spam       0.926
783     1:spam     1:spam       0.926
784     1:spam     1:spam       0.926
785     1:spam     1:spam       0.926
786     1:spam     1:spam       0.926
787     1:spam     1:spam       0.926
788     1:spam     1:spam       0.926
789      2:ham     1:spam   +   0.58
790     1:spam     1:spam       0.926
791      2:ham      2:ham       0.824
792     1:spam     1:spam       0.926
793     1:spam     1:spam       0.926
794     1:spam     1:spam       0.926
795     1:spam     1:spam       0.926
796      2:ham      2:ham       0.691
797      2:ham     1:spam   +   0.926
798     1:spam     1:spam       0.926
799     1:spam     1:spam       0.926
800     1:spam     1:spam       0.674
801      2:ham      2:ham       0.989
802      2:ham      2:ham       0.989
803     1:spam     1:spam       0.926
804     1:spam     1:spam       0.926
805      2:ham      2:ham       1
806     1:spam     1:spam       0.926
807      2:ham      2:ham       0.989
808     1:spam     1:spam       0.926
809      2:ham      2:ham       0.911
810      2:ham      2:ham       0.824
811     1:spam     1:spam       0.926
812     1:spam     1:spam       0.564
813      2:ham      2:ham       0.989
814      2:ham      2:ham       0.998
815      2:ham     1:spam   +   0.926
816      2:ham     1:spam   +   0.706
817     1:spam     1:spam       0.926
818      2:ham     1:spam   +   0.926
819     1:spam     1:spam       0.926
820     1:spam     1:spam       0.926
821      2:ham     1:spam   +   0.564
822     1:spam     1:spam       0.926
823     1:spam     1:spam       0.926
824      2:ham     1:spam   +   0.591
825     1:spam     1:spam       0.926
826     1:spam     1:spam       0.926
827     1:spam     1:spam       0.926
828     1:spam     1:spam       0.926
829     1:spam     1:spam       0.926
830     1:spam     1:spam       0.926
831     1:spam     1:spam       0.926
832      2:ham     1:spam   +   0.564
833      2:ham      2:ham       0.99
834     1:spam     1:spam       0.926
835     1:spam     1:spam       0.926
836     1:spam     1:spam       0.926
837     1:spam     1:spam       0.926
838     1:spam     1:spam       0.926
839      2:ham     1:spam   +   0.745
840     1:spam     1:spam       0.926
841     1:spam     1:spam       0.926
842     1:spam     1:spam       0.926
843      2:ham      2:ham       0.768
844     1:spam     1:spam       0.926
845     1:spam     1:spam       0.926
846      2:ham      2:ham       0.899
847      2:ham     1:spam   +   0.591
848      2:ham      2:ham       0.899
849     1:spam     1:spam       0.926
850     1:spam     1:spam       0.926
851      2:ham      2:ham       0.899
852     1:spam     1:spam       0.926
853      2:ham      2:ham       0.989
854     1:spam     1:spam       0.926
855      2:ham      2:ham       0.989
856     1:spam     1:spam       0.926
857     1:spam     1:spam       0.926
858     1:spam     1:spam       0.926
859     1:spam     1:spam       0.926
860      2:ham      2:ham       0.824
861      2:ham      2:ham       0.824
862      2:ham      2:ham       0.911
863     1:spam     1:spam       0.926
864      2:ham     1:spam   +   0.564
865     1:spam     1:spam       0.926
